,topic,username,repo_name,repo_desc,stars,repo_url,tags
13,Android,appwrite,appwrite,Build like a team of hundreds_,38666,https://github.com/appwrite/appwrite,"['javascript', 'android', 'swift', 'docker', 'ios', 'apple', 'firebase', 'web', 'tools', 'serverless', 'backend', 'selfhosted', 'self-hosted', 'baas', 'flutter', 'hacktoberfest', 'backend-as-a-service', 'appwrite']"
14,Android,fastlane,fastlane,🚀 The easiest way to automate building and releasing your iOS and Android apps,38281,https://github.com/fastlane/fastlane,"['ruby', 'android', 'ios', 'screenshots', 'automation', 'mobile', 'deployment', 'fastlane', 'apps', 'hacktoberfest', 'hacktoberfest2021']"
15,Android,skylot,jadx,Dex to Java decompiler,37648,https://github.com/skylot/jadx,"['android', 'java', 'decompiler', 'dex']"
16,Android,PhilJay,MPAndroidChart,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations.",37051,https://github.com/PhilJay/MPAndroidChart,"['android', 'java', 'chart', 'graph', 'mpandroidchart']"
17,Android,airbnb,lottie-android,"Render After Effects animations natively on Android and iOS, Web, and React Native",34432,https://github.com/airbnb/lottie-android,"['android', 'animation', 'airbnb', 'after-effects', 'lottie']"
18,Android,shadowsocks,shadowsocks-android,A shadowsocks client for Android,34384,https://github.com/shadowsocks/shadowsocks-android,"['android', 'shadowsocks']"
19,Android,bumptech,glide,An image loading and caching library for Android focused on smooth scrolling,34118,https://github.com/bumptech/glide,"['android', 'gif', 'glide', 'disk-cache', 'imageloader']"
0,Angular,justjavac,free-programming-books-zh_CN,📚 免费的计算机编程类中文书籍，欢迎投稿,106772,https://github.com/justjavac/free-programming-books-zh_CN,"['react', 'javascript', 'android', 'kotlin', 'python', 'swift', 'pdf', 'ios', 'angular', 'react-native', 'programming', 'books', 'vue', 'free']"
1,Angular,angular,angular,Deliver web apps with confidence 🚀,93012,https://github.com/angular/angular,"['javascript', 'angular', 'typescript', 'web-performance', 'web', 'pwa', 'web-framework']"
2,Angular,storybookjs,storybook,"Storybook is a frontend workshop for building UI components and pages in isolation. Made for UI development, testing, and documentation.",81330,https://github.com/storybookjs/storybook,"['react', 'javascript', 'testing', 'ember', 'html', 'components', 'documentation', 'styleguide', 'design-systems', 'angular', 'typescript', 'ui', 'react-native', 'webpack', 'vue', 'web-components', 'svelte', 'storybook', 'ui-components']"
3,Angular,leonardomso,33-js-concepts,📜 33 JavaScript concepts every developer should know.,60197,https://github.com/leonardomso/33-js-concepts,"['react', 'nodejs', 'javascript', 'angular', 'programming', 'es6', 'concepts', 'es6-javascript', 'primitive-types', 'hacktoberfest', 'javascript-closures', 'javascript-programming', 'javascript-engines']"
4,Angular,ionic-team,ionic-framework,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript.",49910,https://github.com/ionic-team/ionic-framework,"['react', 'javascript', 'ios', 'angular', 'mobile', 'framework', 'typescript', 'web', 'ionic', 'pwa', 'vue', 'material-design', 'webcomponents', 'frontend', 'stencil', 'capacitor', 'stenciljs']"
5,Angular,prettier,prettier,Prettier is an opinionated code formatter.,47522,https://github.com/prettier/prettier,"['javascript', 'css', 'html', 'graphql', 'markdown', 'flow', 'yaml', 'less', 'json', 'formatter', 'angular', 'typescript', 'printer', 'vue', 'jsx', 'scss', 'prettier', 'ast']"
6,Angular,Asabeneh,30-Days-Of-JavaScript,"30 days of JavaScript programming challenge is a step-by-step guide to learn JavaScript programming language in 30 days. This challenge may take more than 100 days, please just follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw",39764,https://github.com/Asabeneh/30-Days-Of-JavaScript,"['react', 'redux', 'nodejs', 'javascript', 'css', 'd3', 'html', 'challenge', 'website', 'json', 'angular', 'node', 'typescript', 'programming', 'vue', 'js', 'd3js', 'webdevelopment', 'javascript-for-everyone', '30daysofjavascript']"
7,Angular,SheetJS,sheetjs,📗 SheetJS Spreadsheet Data Toolkit -- New home https://git.sheetjs.com/SheetJS/sheetjs,34063,https://github.com/SheetJS/sheetjs,"['react', 'nodejs', 'javascript', 'html', 'ios', 'json', 'data', 'angular', 'grid', 'csv', 'database', 'html5', 'vue', 'xml', 'excel', 'table', 'xlsx', 'spreadsheet', 'bun', 'deno']"
8,Angular,angular,angular-cli,CLI tool for Angular,26407,https://github.com/angular/angular-cli,"['cli', 'angular', 'typescript', 'angular-cli']"
9,Angular,angular,components,Component infrastructure and Material Design components for Angular,23854,https://github.com/angular/components,"['angular', 'material', 'material-design', 'angular-components']"
10,Angular,NativeScript,NativeScript,"⚡ Empowering JavaScript with native platform APIs. ✨ Best of all worlds (TypeScript, Swift, Objective C, Kotlin, Java). Use what you love ❤️ Angular, Capacitor, Ionic, React, Solid, Svelte, Vue with: SwiftUI, Jetpack Compose, Flutter and you name it compatible.",23330,https://github.com/NativeScript/NativeScript,"['react', 'javascript', 'android', 'kotlin', 'java', 'swift', 'ios', 'angular', 'typescript', 'vue', 'objective-c', 'cross-platform', 'svelte', 'capacitor', 'nativescript', 'flutter', 'hacktoberfest', 'solidjs', 'swiftui', 'visionpro']"
11,Angular,goldbergyoni,javascript-testing-best-practices,📗🌐 🚢 Comprehensive and exhaustive JavaScript & Node.js testing best practices (July 2023),22878,https://github.com/goldbergyoni/javascript-testing-best-practices,"['react', 'nodejs', 'javascript', 'testing', 'angular', 'express', 'mocha', 'jest', 'ci', 'mutation-testing', 'test', 'integration-testing', 'mutation', 'chai', 'e2e-tests', 'unittest', 'e2e', 'cicd', 'contract-testing']"
12,Angular,jhipster,generator-jhipster,"JHipster is a development platform to quickly generate, develop, & deploy modern web applications & microservice architectures.",21070,https://github.com/jhipster/generator-jhipster,"['react', 'java', 'docker', 'kubernetes', 'angular', 'cloud', 'webpack', 'generator', 'spring-boot', 'yeoman-generator', 'jhipster', 'hacktoberfest']"
13,Angular,nrwl,nx,Smart Monorepos · Fast CI,20618,https://github.com/nrwl/nx,"['react', 'nodejs', 'javascript', 'cli', 'angular', 'build', 'typescript', 'nextjs', 'monorepo', 'storybook', 'build-tool', 'build-system', 'hacktoberfest', 'cypress', 'nx', 'nx-workspaces', 'building-tool']"
14,Angular,pubkey,rxdb,"A fast, local first, reactive Database for JavaScript Applications https://rxdb.info/",20030,https://github.com/pubkey/rxdb,"['nodejs', 'couchdb', 'graphql', 'firebase', 'angular', 'rxjs', 'react-native', 'database', 'ionic', 'nosql', 'pouchdb', 'realtime', 'localstorage', 'indexeddb', 'crdt', 'realtime-database', 'embedded-database', 'rxdb', 'browser-database', 'local-first']"
15,Angular,wailsapp,wails,Create beautiful applications using Go,19954,https://github.com/wailsapp/wails,"['react', 'javascript', 'go', 'windows', 'macos', 'linux', 'golang', 'vuejs', 'angular', 'svelte', 'desktop-application']"
16,Angular,sudheerj,javascript-interview-questions,List of 1000 JavaScript Interview Questions,19751,https://github.com/sudheerj/javascript-interview-questions,"['react', 'javascript', 'vuejs', 'angular', 'vanilla-javascript', 'javascript-applications', 'javascript-interview-questions', 'core-javascript']"
17,Angular,teambit,bit,A build system for development of composable software.,17238,https://github.com/teambit/bit,"['react', 'javascript', 'front-end', 'angular', 'typescript', 'vue', 'component-driven', 'collaboration', 'monorepo', 'distributed', 'node-js', 'reactjs-components', 'polyrepo', 'component-driven-design']"
18,Angular,sweetalert2,sweetalert2,"✨ A beautiful, responsive, highly customizable and accessible (WAI-ARIA) replacement for JavaScript's popup boxes. Zero dependencies. 🇺🇦",16526,https://github.com/sweetalert2/sweetalert2,"['notifications', 'react', 'angular', 'alert', 'vue', 'modal', 'sweetalert', 'sweetalert2', 'dialog', 'prompt', 'popup', 'accessible', 'wai-aria', 'toast', 'confirm', 'confirmation-dialog']"
19,Angular,jasontaylordev,CleanArchitecture,Clean Architecture Solution Template for ASP.NET Core,14534,https://github.com/jasontaylordev/CleanArchitecture,"['react', 'template', 'angular', 'aspnetcore', 'clean-architecture', 'entity-framework-core', 'webapi']"
0,Ansible,bregman-arie,devops-exercises,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",60153,https://github.com/bregman-arie/devops-exercises,"['python', 'git', 'linux', 'docker', 'kubernetes', 'aws', 'ansible', 'devops', 'sql', 'azure', 'containers', 'terraform', 'openstack', 'interview', 'prometheus', 'coding', 'sre', 'interview-questions', 'production-engineer']"
1,Ansible,ansible,ansible,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com.",59745,https://github.com/ansible/ansible,"['python', 'ansible', 'hacktoberfest']"
2,Ansible,trailofbits,algo,Set up a personal VPN in the cloud,27930,https://github.com/trailofbits/algo,"['security', 'ansible', 'encryption', 'ipsec', 'vpn', 'vpn-server', 'vpn-client', 'ikev2', 'strongswan', 'ssh-tunnel', 'wireguard']"
3,Ansible,MichaelCade,90DaysOfDevOps,"I am using this repository to document my journey learning about DevOps. I began this process on January 1, 2022, and plan to continue until March 31. I will be dedicating one hour each day, including weekends, to gaining a foundational understanding of the various aspects of DevOps. This will be a 90-day intensive study period. 2022 & 2023 inc.",24490,https://github.com/MichaelCade/90DaysOfDevOps,"['kubernetes', 'ansible', 'devops', 'backup', 'networking', 'containers', 'terraform', 'iac']"
4,Ansible,StreisandEffect,streisand,"Streisand sets up a new server running your choice of WireGuard, OpenConnect, OpenSSH, OpenVPN, Shadowsocks, sslh, Stunnel, or a Tor bridge. It also generates custom instructions for all of these services. At the end of the run you are given an HTML file with instructions that can be shared with friends, family members, and fellow activists.",23047,https://github.com/StreisandEffect/streisand,"['ssh', 'ansible', 'openvpn', 'stunnel', 'tor', 'shadowsocks', 'vpn', 'censorship', 'openconnect', 'anyconnect', 'wireguard', 'streisand']"
5,Ansible,kubernetes-sigs,kubespray,Deploy a Production Ready Kubernetes Cluster,14898,https://github.com/kubernetes-sigs/kubespray,"['kubernetes', 'aws', 'ansible', 'kubernetes-cluster', 'high-availability', 'gce', 'hacktoberfest', 'bare-metal', 'kubespray', 'k8s-sig-cluster-lifecycle']"
6,Ansible,ansible,awx,"AWX provides a web-based user interface, REST API, and task engine built on top of Ansible. It is one of the upstream projects for Red Hat Ansible Automation Platform.",12973,https://github.com/ansible/awx,"['python', 'ansible', 'automation', 'django', 'reactjs', 'django-rest-framework', 'hacktoberfest', 'awx']"
7,Ansible,easzlab,kubeasz,使用Ansible脚本安装K8S集群，介绍组件交互原理，方便直接，不受国内网络环境影响,9780,https://github.com/easzlab/kubeasz,"['docker', 'kubernetes', 'ansible', 'etcd', 'k8s', 'flannel', 'calico', 'kubeasz', 'cilium']"
8,Ansible,ansible-semaphore,semaphore,Modern UI for Ansible,8511,https://github.com/ansible-semaphore/semaphore,"['javascript', 'html', 'golang', 'ansible', 'devops', 'ci', 'cicd']"
9,Ansible,geerlingguy,ansible-for-devops,Ansible for DevOps examples.,7728,https://github.com/geerlingguy/ansible-for-devops,"['docker', 'kubernetes', 'aws', 'ansible', 'vagrant', 'devops', 'amazon', 'book', 'examples', 'playbook', 'leanpub', 'kindle', 'jeff-geerling']"
10,Ansible,khuedoan,homelab,"Modern self-hosting framework, fully automated from empty disk to operating services with a single command.",7396,https://github.com/khuedoan/homelab,"['docker', 'kubernetes', 'ansible', 'devops', 'vault', 'terraform', 'fedora', 'helm', 'netboot', 'self-hosting', 'pxe', 'homelab', 'kustomize', 'argocd', 'k3s']"
11,Ansible,Tikam02,DevOps-Guide,DevOps Guide - Development to Production all configurations with basic notes to debug efficiently.,7378,https://github.com/Tikam02/DevOps-Guide,"['python', 'git', 'linux', 'docker', 'kubernetes', 'jenkins', 'ansible', 'devops', 'networking', 'containers', 'grafana', 'interview', 'ci-cd', 'cheatsheet', 'kubernetes-monitoring', 'hacktoberfest', 'devops-cheatsheets', 'hacktoberfest2020', 'hacktoberfest-2020']"
12,Ansible,netbootxyz,netboot.xyz,Your favorite operating systems in one place. A network-based bootable operating system installer based on iPXE.,6722,https://github.com/netbootxyz/netboot.xyz,"['linux', 'docker', 'ansible', 'install', 'dhcp', 'installer', 'ipxe', 'netboot', 'pxelinux', 'boot', 'provisioning', 'menu', 'tftp', 'pxe', 'operating-systems', 'hacktoberfest', 'liveos', 'baremetal', 'pxeboot', 'netbootxyz']"
13,Ansible,geerlingguy,mac-dev-playbook,Mac setup and configuration via Ansible.,5626,https://github.com/geerlingguy/mac-dev-playbook,"['macos', 'setup', 'homebrew', 'mac', 'ansible', 'automation', 'playbook', 'developer']"
14,Ansible,rundeck,rundeck,"Enable Self-Service Operations: Give specific users access to your existing tools, services, and scripts",5159,https://github.com/rundeck/rundeck,"['java', 'ansible', 'devops', 'automation', 'ops', 'deployment', 'scheduler', 'rundeck', 'audit', 'orchestration', 'operations', 'sre', 'devops-tools', 'hacktoberfest', 'runbook', 'devops-team']"
15,Ansible,KubeOperator,KubeOperator,KubeOperator 是一个开源的轻量级 Kubernetes 发行版，专注于帮助企业规划、部署和运营生产级别的 K8s 集群。,4884,https://github.com/KubeOperator/KubeOperator,"['docker', 'kubernetes', 'lightweight', 'ansible', 'containers', 'terraform', 'openstack', 'paas', 'k8s', 'vmware-vsphere', 'kubeapps', 'kubernetes-installer']"
16,Ansible,clong,DetectionLab,Automate the creation of a lab environment complete with security tooling and logging best practices,4404,https://github.com/clong/DetectionLab,"['ansible', 'vagrant', 'packer', 'powershell', 'terraform', 'detection', 'dfir', 'vagrantfile', 'sysmon', 'osquery', 'information-security', 'lab-environment', 'detectionlab', 'dfir-automation']"
17,Ansible,ansible,molecule,"Molecule aids in the development and testing of Ansible content: collections, playbooks and roles",3734,https://github.com/ansible/molecule,"['python', 'testing', 'ansible', 'testinfra', 'hacktoberfest', 'testing-framework', 'podman', 'molecule-driver', 'cookiecutter-ansible', 'supports-dot-config', 'pep-621', 'ansible-dev-tools']"
18,Ansible,opendevops-cn,opendevops,CODO是一款为用户提供企业多混合云、一站式DevOps、自动化运维、完全开源的云管理平台、自动化运维平台,3544,https://github.com/opendevops-cn/opendevops,"['docker', 'ansible', 'devops', 'demo', 'task', 'ops', 'vue', 'ci', 'cd', 'docker-compose', 'crontab', 'tornado', 'saltstack', 'cmdb', 'k8s', 'itsm', 'iview', 'opendevops']"
19,Ansible,dev-sec,ansible-collection-hardening,"This Ansible collection provides battle tested hardening for Linux, SSH, nginx, MySQL",3501,https://github.com/dev-sec/ansible-collection-hardening,"['linux', 'nginx', 'ansible', 'protection', 'collection', 'playbook', 'role', 'devsec', 'hardening', 'hacktoberfest', 'sysctl', 'ansible-collection', 'os-hardening', 'mysql-hardening', 'ssh-hardening', 'nginx-hardening']"
0,API,public-apis,public-apis,A collective list of free APIs,273380,https://github.com/public-apis/public-apis,"['api', 'lists', 'open-source', 'list', 'development', 'public', 'resources', 'dataset', 'free', 'software', 'apis', 'public-api', 'public-apis']"
1,API,neovim,neovim,Vim-fork focused on extensibility and usability,72234,https://github.com/neovim/neovim,"['c', 'vim', 'api', 'lua', 'neovim', 'nvim', 'text-editor']"
2,API,tiangolo,fastapi,"FastAPI framework, high performance, easy to learn, fast to code, ready for production",66455,https://github.com/tiangolo/fastapi,"['python', 'api', 'json', 'framework', 'web', 'rest', 'json-schema', 'async', 'swagger', 'openapi', 'python3', 'asyncio', 'swagger-ui', 'redoc', 'openapi3', 'python-types', 'uvicorn', 'starlette', 'pydantic', 'fastapi']"
3,API,strapi,strapi,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable and developer-first.",58064,https://github.com/strapi/strapi,"['nodejs', 'javascript', 'mysql', 'api', 'graphql', 'cms', 'koa', 'typescript', 'rest', 'dashboard', 'content-management', 'customizable', 'koa2', 'strapi', 'cms-framework', 'jamstack', 'hacktoberfest', 'content-management-system', 'headless-cms', 'no-code']"
4,API,hoppscotch,hoppscotch,👽 Open source API development ecosystem - https://hoppscotch.io,57699,https://github.com/hoppscotch/hoppscotch,"['testing', 'api', 'graphql', 'http', 'vuejs', 'spa', 'tools', 'pwa', 'rest', 'vue', 'rest-api', 'websocket', 'http-client', 'api-client', 'developer-tools', 'api-rest', 'testing-tools', 'api-testing', 'hacktoberfest']"
